<<<<<<< HEAD
1.57361688008 0.0363198627975 0.0217615878375
0.00309999328434 0.00459136792967 1.29095141195
9.82875744424e-05 8.03536499541e-05 1.3234562166
0.010660134104 1.53566649639 0.00342653636185
1.50689215409 0.0285874533052 0.0441417734941
1.62840558111 0.0114271827424 0.000994774952428
0.0240027463477 1.53893448739 0.0208412999714
1.55358741008 0.0271656292207 0.0189091815025
0.00278224882395 0.00378066295544 1.39705867678
0.0277497178229 1.50884146971 0.0670940403456
0.0293846688402 1.62540232071 0.00673898356559
0.0265012315577 0.0414777350955 1.30674549032
1.55887003265 0.0250822180084 0.0236221324955
0.000706366940378 0.000462042486381 1.30451851726
0.0537637780461 1.5911086619 0.0169830668341
0.014460843187 0.0163293212068 1.27375452069
0.000263796040206 1.73931380416 0.00494639250876
0.0055232073985 0.00369939451888 1.29464991253
0.0365868576392 1.66361394941 0.0156122102942
0.00436151036963 0.00160988532431 1.36600314339
0.0144783970075 0.00883658415454 1.30854694598
1.53566101381 0.0109026211427 0.0397420056623
0.00115328578331 1.56232634459 0.0629302144236
1.57836001162 0.00399841463469 0.026414409565
0.00998976328907 1.61164278767 0.0230083647609
0.0701842956936 1.51653428009 0.0125171176459
0.0107203417429 0.00846490832217 1.29982492255
0.00922862057484 0.00526150682781 1.30828467555
1.55320607272 0.0131495382728 0.00397265923401
1.6729881984 0.00365545498729 0.0322936453942
0.00514973507292 1.64313015504 0.0357390498331
0.0877347130975 1.46582310481 0.0738346569091
1.63498725858 0.0321850614214 0.00151348916585
0.0434655637349 0.0414430124227 1.26333994163
0.00781213247377 0.00973651687957 1.37415251877
0.014898644713 1.72027512779 0.00184269636945
0.0226859595831 0.027612629168 1.30313455712
0.00211951546311 1.68083200995 0.0308498250471
0.00250405666349 0.00379635113437 1.28536566157
0.00100285862729 0.000700482668184 1.30352838176
1.68232930435 0.00726188278648 0.00630225477743
1.50483233613 0.106493518723 0.0118671159273
1.55722567057 0.0109487851991 0.0119240321116
0.000193449001112 0.000121709164668 1.33265407648
0.0579701771183 1.53085208192 0.0156674581463
0.0358666793414 1.52103222823 0.0421733812569
0.0437117371799 1.58962155297 0.00520760427807
0.00314035646352 1.68312752944 0.0339899314456
0.00595305589994 0.00844181524608 1.31462800601
0.00862130509658 1.61842979083 0.04758615341
1.56297566172 0.017330167839 0.028808632506
1.69784199624 0.0162669821487 0.00437068453907
0.113445752749 1.47811816085 0.0347441470153
0.0171934107304 1.68411297226 0.0027332999071
0.0137650472677 0.0125114668951 1.27062825111
0.001585437847 0.00122805155513 1.31014826782
0.0226873578352 1.57163531966 0.0587737918085
1.57027214943 0.0691598463848 0.0223384217687
1.63361973846 0.0902489869857 0.000256089685649
1.53950069615 0.0800823260429 0.0257115214358
1.6607421444 0.000708449426608 0.00527500173962
0.00143499698105 1.61006949059 0.00893312962899
0.000395199805766 0.000317022955915 1.41276126402
0.00936836702815 0.010747371126 1.34489913227
1.5748476307 0.029622508042 0.0053061111811
0.00835691303372 0.00988421665806 1.34915649443
1.58506748121 0.00565111451166 0.0113058275645
0.00679879488684 1.63818529767 0.00578723144044
0.0228457778526 0.0168903647114 1.31045423705
1.58922522546 0.000699060080646 0.0509563789675
1.69872823773 0.000803357300501 0.00180016212684
0.0012647186392 0.00187604028096 1.36569368398
0.032061280601 1.56914884769 0.0369715131892
0.0658337101702 1.58263975478 0.00318333136064
0.00176792722139 1.62242664541 0.0531659870403
0.060417313832 0.0379690559754 1.28311443714
0.0293503141352 1.57071234391 0.0325854839172
0.00914053392114 1.65740729287 0.0187540287368
0.00976402864542 0.0103169271707 1.35376151834
0.00607576676169 0.00454875679569 1.3753005793
1.57597525297 0.0210685593824 0.0147716870573
1.52773167743 0.0246579435101 0.0507457999364
0.00200740023712 0.00215703883176 1.30577651998
0.00388403398553 1.60326647814 0.0286723835013
0.0100417125543 0.00690726624334 1.28917481098
0.0203228068438 1.54343661009 0.0172355836466
0.0356608487241 1.54871481732 0.000894091699664
1.59286376262 0.0117106407231 0.011757652448
0.00848784727346 0.00825223085094 1.33093886816
0.0145611983091 1.57716963861 0.0272645661249
0.0224131420374 1.54136116286 0.0158894039453
1.55036528041 0.0178523848912 0.0180819528792
0.00722665590586 1.63193917499 0.0215101171555
1.57020401969 0.0237432072614 0.0227177280011
0.0452209649236 0.0298914939814 1.29194206753
0.00302983039104 0.00555660464343 1.34504976482
1.61148292952 0.0246360732402 0.017673697506
0.0107128095969 1.58723166083 0.0464578229406
0.00759147996405 1.57397118668 0.0315446480081
1.54829877645 0.00582943081226 0.0141759110566
0.0156569861102 0.0196143095819 1.29596471615
0.00745062054804 0.00630472557879 1.32978645565
0.0217280114551 1.5464798656 0.00638013332638
1.55321277379 0.0125960069211 0.0174145088294
0.0227535516111 0.0231319759415 1.30250860647
0.00959386669867 0.00850897550609 1.34423882536
0.0402768920882 0.0499189943225 1.25733852609
0.0031372282438 0.00121525301359 1.41381257726
1.53841781699 0.0408479094918 0.00765734890747
0.00458795003819 1.62403283908 0.0111494510448
0.00821620272404 0.00737063552818 1.31253998599
0.0402125343159 1.53155011648 0.014917788596
0.00261344100551 0.00140191272946 1.3473080389
0.0100635061668 1.52786650046 0.0146460242459
1.52459567185 0.0187087441776 0.0574034290704
3.21995564084e-06 5.09817667351e-06 1.28089429577
0.0194453478034 0.0170355812605 1.25165372394
0.0248621561316 1.56383472512 0.0159699056216
0.0284323425498 0.0406372018854 1.26804041668
0.0283788319149 0.0214966260962 1.2916437745
0.000694097880953 0.00136570540584 1.40256363019
1.63690863787 0.00608729013792 0.0115142435965
0.0202316119158 1.62269161876 0.0104898758326
1.72891213286 0.00655710292171 0.000307660005001
0.00246967697199 1.68809793354 0.038402749914
0.00821408124697 0.00818550520458 1.27732773053
1.603266085 0.0271095960207 0.01124461256
0.04655672065 1.61374799647 0.0117456183001
0.00589316757871 1.5336515768 0.0513506087544
0.00718814766314 0.00722220396606 1.27753757607
0.000738286903344 0.000922631729102 1.30174363689
1.58855982942 0.00345580712577 0.033414036173
0.0146046422494 1.57034123067 0.0110339980943
1.69865099124 0.00572974845746 0.0151549169968
1.6381322755 0.0105268376194 0.0264664853466
1.64263633024 0.0361666133876 0.0118190550571
0.0027318347974 0.00357150888991 1.29178489524
0.228741472432 1.43813436713 0.0190196793934
0.0162419623261 1.71506151567 0.0860303237027
1.5252157203 0.0108052454947 0.0799023423966
0.00928511824697 1.56013658346 0.0169491254472
1.67001888356 0.00903008241898 0.00448164589697
0.028548466127 1.53254818253 0.0142178631165
0.020040838404 0.0134455396084 1.28202120838
0.00160213404665 0.00269589533821 1.35170269636
0.00953803090658 0.0139766539109 1.29557688513
1.52922474247 0.0547226981339 0.029930617561
1.59177141893 0.0131408353 0.0527911974045
0.0530499399776 0.0427325499192 1.26955829145
1.53951177937 0.00371470025829 0.0695286460488
0.00977892734116 0.0026175324944 1.43132249328
1.50840506761 0.0805467998235 0.0034844647053
0.0429703367472 1.54799244334 0.0538603717694
0.0101985980916 1.70138081799 0.00755775661634
0.0307463242902 1.60593374654 0.0222289607879
0.0082356125225 1.56636093385 0.0145795333489
0.000107728190545 0.000156429300915 1.28630158653
1.59850200977 0.00552339092989 0.0359016656598
0.00459024071973 1.62808027067 0.0332468880036
0.00747735693008 0.00523124273958 1.28424726374
1.50399835248 0.0190952661594 0.0525081945813
1.60913740395 0.0655350144588 0.00125579855547
0.00492908896446 1.56882404509 0.0129751803995
